id,name,version,side,hp,close,medium,long,destruction,avatar,panel
"jackal","JACKAL","off","attack","health_5","[""yellow_dice"",""yellow_dice"",""broken_orange_dice"",""red_dice""]","[""yellow_dice"",""red_dice"",""red_dice""]","[""broken_yellow_dice"",""yellow_dice"",""orange_dice"",""red_dice""]","orange_destruction","jackal.svg","中文 (29).jpg"
"ying","YING","off","attack","health_5","[""yellow_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""broken_orange_dice"",""red_dice"",""red_dice""]","[""red_dice"",""red_dice""]","yellow_destruction","ying.svg","中文 (30).jpg"
"zofia","ZOFIA","off","attack","health_5","[""yellow_dice"",""red_dice"",""red_dice""]","[""broken_orange_dice"",""orange_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""red_dice""]","orange_destruction","zofia.svg","中文 (31).jpg"
"dokkaebi","DOKKAEBI","off","attack","health_5","[""yellow_dice"",""red_dice""]","[""broken_yellow_dice"",""yellow_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""red_dice"",""red_dice""]","yellow_destruction","dokkaebi.svg","中文 (32).jpg"
"mira","MIRA","off","defense","health_6","[""broken_yellow_dice"",""orange_dice"",""red_dice""]","[""orange_dice"",""red_dice"",""red_dice""]","[""orange_dice"",""red_dice""]","orange_destruction","mira.svg","中文 (33).jpg"
"lesion","LESION","off","defense","health_5","[""yellow_dice"",""yellow_dice"",""orange_dice"",""red_dice""]","[""orange_dice"",""orange_dice"",""red_dice""]","[""orange_dice"",""red_dice""]","yellow_destruction","lesion.svg","中文 (34).jpg"
"ela","ELA","off","defense","health_4","[""broken_yellow_dice"",""yellow_dice"",""red_dice"",""red_dice""]","[""broken_orange_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""red_dice""]","yellow_destruction","ela.svg","中文 (35).jpg"
"vigil","VIGIL","off","defense","health_4","[""yellow_dice"",""yellow_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""orange_dice"",""orange_dice""]","[""yellow_dice"",""orange_dice"",""orange_dice""]","yellow_destruction","vigil.svg","中文 (36).jpg"
"lion","LION","off","attack","health_5","[""yellow_dice"",""orange_dice"",""orange_dice""]","[""yellow_dice"",""yellow_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""red_dice""]","yellow_destruction","lion.svg","中文 (37).jpg"
"finka","FINKA","off","attack","health_5","[""orange_dice"",""red_dice""]","[""orange_dice"",""orange_dice"",""broken_red_dice"",""red_dice""]","[""broken_orange_dice"",""orange_dice"",""red_dice""]","yellow_destruction","finka.svg","中文 (38).jpg"
"maverick","MAVERICK","off","attack","health_4","[""broken_yellow_dice"",""red_dice"",""red_dice""]","[""orange_dice"",""red_dice"",""red_dice""]","[""broken_yellow_dice"",""red_dice"",""red_dice""]","orange_destruction","maverick.svg","中文 (39).jpg"
"nomad","NOMAD","off","attack","health_5","[""yellow_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""broken_orange_dice"",""red_dice"",""red_dice""]","[""red_dice"",""red_dice""]","orange_destruction","nomad.svg","中文 (40).jpg"
"maestro","MAESTRO","off","defense","health_6","[""yellow_dice"",""broken_red_dice"",""red_dice""]","[""orange_dice"",""red_dice"",""red_dice""]","[""orange_dice"",""red_dice""]","yellow_destruction","maestro.svg","中文 (41).jpg"
"alibi","ALIBI","off","defense","health_4","[""broken_orange_dice"",""orange_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""orange_dice""]","orange_destruction","alibi.svg","中文 (42).jpg"
"clash","CLASH","off","defense","health_6","[""yellow_dice"",""yellow_dice"",""orange_dice"",""orange_dice""]","[""yellow_dice"",""yellow_dice"",""orange_dice""]","[""yellow_dice"",""orange_dice""]","yellow_destruction","clash.svg","中文 (43).jpg"
"kaid","KAID","off","defense","health_6","[""red_dice"",""red_dice""]","[""orange_dice"",""red_dice"",""red_dice""]","[""red_dice"",""red_dice""]","orange_destruction","kaid.svg","中文 (44).jpg"
"gridlock","GRIDLOCK","off","attack","health_6","[""broken_yellow_dice"",""red_dice"",""red_dice""]","[""broken_orange_dice"",""orange_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""red_dice""]","orange_destruction","gridlock.svg","中文 (45).jpg"
"nokk","NOKK","off","attack","health_5","[""orange_dice"",""orange_dice"",""red_dice""]","[""orange_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""red_dice""]","yellow_destruction","nokk.svg","中文 (46).jpg"
"amaru","AMARU","off","attack","health_5","[""yellow_dice"",""orange_dice"",""broken_red_dice"",""red_dice""]","[""yellow_dice"",""red_dice"",""red_dice""]","[""red_dice"",""red_dice""]","yellow_destruction","amaru.svg","中文 (47).jpg"
"kali","KALI","off","attack","health_5","[""yellow_dice"",""yellow_dice""]","[""broken_yellow_dice"",""yellow_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""red_dice"",""red_dice""]","orange_destruction","kali.svg","中文 (48).jpg"
"mozzie","MOZZIE","off","defense","health_5","[""orange_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""red_dice""]","yellow_destruction","mozzie.svg","中文 (49).jpg"
"warden","WARDEN","off","defense","health_5","[""yellow_dice"",""yellow_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""red_dice""]","orange_destruction","warden.svg","中文 (50).jpg"
"goyo","GOYO","off","defense","health_5","[""yellow_dice"",""orange_dice"",""red_dice""]","[""broken_yellow_dice"",""orange_dice"",""orange_dice"",""red_dice""]","[""orange_dice"",""red_dice""]","orange_destruction","goyo.svg","中文 (51).jpg"
"wamai","WAMAI","off","defense","health_5","[""broken_yellow_dice"",""red_dice"",""red_dice""]","[""broken_yellow_dice"",""yellow_dice"",""red_dice"",""red_dice""]","[""broken_yellow_dice"",""yellow_dice"",""red_dice""]","yellow_destruction","wamai.svg","中文 (52).jpg"
"iana","IANA","off","attack","health_4","[""yellow_dice"",""orange_dice"",""red_dice""]","[""broken_yellow_dice"",""yellow_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""red_dice""]","yellow_destruction","iana.svg","中文 (53).jpg"
"ace","ACE","off","attack","health_5","[""yellow_dice"",""yellow_dice"",""red_dice""]","[""broken_yellow_dice"",""yellow_dice"",""red_dice"",""red_dice""]","[""broken_yellow_dice"",""yellow_dice"",""red_dice""]","yellow_destruction","ace.svg","中文 (54).jpg"
"zero","ZERO","off","attack","health_5","[""yellow_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""orange_dice""]","yellow_destruction","zero.svg","中文 (55).jpg"
"oryx","ORYX","off","defense","health_5","[""orange_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""yellow_dice""]","orange_destruction","oryx.svg","中文 (56).jpg"
"melusi","MELUSI","off","defense","health_4","[""yellow_dice"",""yellow_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""red_dice""]","orange_destruction","melusi.svg","中文 (57).jpg"
"aruni","ARUNI","off","defense","health_5","[""red_dice""]","[""broken_yellow_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""red_dice"",""red_dice""]","orange_destruction","aruni.svg","中文 (58).jpg"
"thunderbird","THUNDERBIRD","off","defense","health_4","[""broken_orange_dice"",""orange_dice"",""red_dice""]","[""broken_orange_dice"",""orange_dice"",""red_dice"",""red_dice""]","[""orange_dice"",""red_dice""]","orange_destruction","thunderbird.svg","中文 (59).jpg"
"flores","FLORES","off","attack","health_5","[""orange_dice"",""red_dice""]","[""broken_yellow_dice"",""orange_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""orange_dice""]","orange_destruction","flores.svg","中文 (60).jpg"
"altsledge","SLEDGE","alt","attack","health_5","[""orange_dice"",""orange_dice"",""red_dice""]","[""broken_yellow_dice"",""orange_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""red_dice""]","orange_destruction","sledge.svg","中文 (61).png"
"altash","ASH","alt","attack","health_5","[""orange_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""red_dice"",""red_dice""]","yellow_destruction","ash.svg","中文 (62).jpg"
"altjager","JAGER","alt","defense","health_6","[""yellow_dice"",""orange_dice"",""red_dice""]","[""orange_dice"",""orange_dice"",""red_dice""]","[""orange_dice"",""red_dice""]","yellow_destruction","jager.svg","中文 (63).jpg"
"alttachanka","TACHANKA","alt","defense","health_6","[""broken_yellow_dice"",""orange_dice"",""red_dice"",""red_dice""]","[""red_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""red_dice""]","yellow_destruction","tachanka.svg","中文 (64).jpg"
"althibana","HIBANA","alt","attack","health_4","[""broken_orange_dice"",""orange_dice"",""red_dice"",""red_dice""]","[""broken_yellow_dice"",""yellow_dice"",""orange_dice"",""orange_dice""]","[""yellow_dice"",""orange_dice""]","orange_destruction","hibana.svg","中文 (65).jpg"
"altcaveira","CAVEIRA","alt","defense","health_4","[""broken_yellow_dice"",""broken_orange_dice"",""orange_dice"",""red_dice""]","[""orange_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""orange_dice""]","yellow_destruction","caveira.svg","中文 (66).jpg"
"altdokkaebi","DOKKAEBI","alt","attack","health_4","[""orange_dice"",""orange_dice"",""red_dice""]","[""orange_dice"",""red_dice"",""red_dice""]","[""orange_dice"",""red_dice""]","yellow_destruction","dokkaebi.svg","中文 (67).jpg"
"altlesion","LESION","alt","defense","health_5","[""broken_yellow_dice"",""orange_dice"",""red_dice"",""red_dice""]","[""red_dice"",""red_dice""]","[""orange_dice"",""red_dice""]","orange_destruction","lesion.svg","中文 (68).jpg"
"altmaverick","MAVERICK","alt","attack","health_5","[""orange_dice"",""red_dice""]","[""orange_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""red_dice"",""red_dice""]","orange_destruction","maverick.svg","中文 (69).jpg"
"altmaestro","MAESTRO","alt","defense","health_5","[""orange_dice"",""orange_dice"",""red_dice""]","[""red_dice"",""red_dice""]","[""orange_dice"",""orange_dice"",""broken_red_dice""]","yellow_destruction","maestro.svg","中文 (70).jpg"
"altnokk","NOKK","alt","attack","health_4","[""yellow_dice"",""broken_orange_dice"",""red_dice"",""red_dice""]","[""broken_orange_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""red_dice""]","yellow_destruction","nokk.svg","中文 (71).jpg"
"altmozzie","MOZZIE","alt","defense","health_4","[""yellow_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""red_dice""]","yellow_destruction","mozzie.svg","中文 (72).jpg"
"altace","ACE","alt","attack","health_6","[""broken_orange_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""red_dice""]","orange_destruction","ace.svg","中文 (73).jpg"
"altmelusi","MELUSI","alt","defense","health_5","[""red_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""red_dice""]","yellow_destruction","melusi.svg","中文 (74).jpg"
"altzero","ZERO","alt","attack","health_5","[""yellow_dice"",""yellow_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""red_dice""]","orange_destruction","zero.svg","中文 (75).jpg"
"recruit_attack_1","RECRUIT","off","attack","health_4","[""yellow_dice"",""yellow_dice"",""orange_dice"",""orange_dice""]","[""yellow_dice"",""orange_dice"",""orange_dice"",""red_dice""]","[""broken_orange_dice"",""orange_dice"",""red_dice"",""red_dice""]","orange_destruction","recruit_blue.svg","中文 (76).jpg"
"recruit_attack_2","RECRUIT","off","attack","health_6","[""broken_orange_dice"",""orange_dice"",""red_dice"",""red_dice""]","[""orange_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""orange_dice"",""orange_dice""]","orange_destruction","recruit_green.svg","中文 (77).jpg"
"recruit_defense_1","RECRUIT","off","defense","health_4","[""yellow_dice"",""yellow_dice"",""orange_dice"",""orange_dice""]","[""yellow_dice"",""orange_dice"",""orange_dice"",""red_dice""]","[""broken_orange_dice"",""orange_dice"",""red_dice"",""red_dice""]","orange_destruction","recruit_orange.svg","中文 (78).jpg"
"recruit_defense_2","RECRUIT","off","defense","health_6","[""broken_orange_dice"",""orange_dice"",""red_dice"",""red_dice""]","[""orange_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""orange_dice"",""orange_dice""]","orange_destruction","recruit_red.svg","中文 (79).jpg"
"azami","AZAMI","off","defense","health_5","[""yellow_dice"",""yellow_dice"",""orange_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""orange_dice""]","yellow_destruction","azami.svg","中文（80）.png"
"brava","BRAVA","off","attack","health_5","[""yellow_dice"",""red_dice""]","[""yellow_dice"",""yellow_dice"",""orange_dice"",""orange_dice""]","[""yellow_dice"",""red_dice"",""red_dice""]","yellow_destruction","brava.svg","中文（81）.png"
"fenrir","FENRIR","off","defense","health_5","[""yellow_dice"",""orange_dice"",""red_dice"",""red_dice""]","[""broken_yellow_dice"",""yellow_dice"",""broken_orange_dice"",""orange_dice""]","[""broken_yellow_dice"",""yellow_dice"",""orange_dice""]","yellow_destruction","fenrir.svg","中文（82）.png"
"grim","GRIM","off","attack","health_4","[""broken_yellow_dice"",""red_dice"",""red_dice""]","[""broken_yellow_dice"",""orange_dice"",""orange_dice"",""red_dice""]","[""broken_yellow_dice"",""red_dice"",""red_dice""]","orange_destruction","grim.svg","中文（83）.png"
"osa","OSA","off","attack","health_5","[""yellow_dice"",""orange_dice"",""orange_dice""]","[""yellow_dice"",""yellow_dice"",""yellow_dice"",""orange_dice""]","[""yellow_dice"",""yellow_dice"",""orange_dice"",""orange_dice""]","yellow_destruction","osa.svg","中文（84）.png"
"sens","SENS","off","attack","health_4","[""broken_yellow_dice"",""yellow_dice"",""orange_dice"",""red_dice""]","[""broken_yellow_dice"",""yellow_dice"",""orange_dice"",""red_dice""]","[""broken_yellow_dice"",""orange_dice"",""red_dice""]","yellow_destruction","sens.svg","中文（85）.png"
"solis","SOLIS","off","defense","health_5","[""yellow_dice"",""yellow_dice"",""orange_dice"",""orange_dice""]","[""yellow_dice"",""yellow_dice"",""orange_dice"",""orange_dice""]","[""yellow_dice"",""yellow_dice"",""orange_dice""]","yellow_destruction","solis.svg","中文（86）.png"
"thorn","THORN","off","defense","health_4","[""yellow_dice"",""orange_dice"",""red_dice"",""red_dice""]","[""yellow_dice"",""orange_dice"",""red_dice""]","[""orange_dice"",""orange_dice""]","orange_destruction","thorn.svg","中文（87）.png"
